env,room,query_id,model,log_stft_mse
acousticrooms_unseen,Office_idx_10,S3_R4,cylvit,6.22946
acousticrooms_unseen,Office_idx_10,S3_R5,cylvit,6.98986
acousticrooms_unseen,Office_idx_10,S3_R6,cylvit,5.83522
acousticrooms_unseen,Office_idx_10,S3_R7,cylvit,3.29286
acousticrooms_unseen,Office_idx_10,S3_R8,cylvit,2.89162
acousticrooms_unseen,Office_idx_10,S3_R9,cylvit,2.50056
acousticrooms_unseen,Office_idx_10,S3_R10,cylvit,2.5042
acousticrooms_unseen,Office_idx_10,S3_R11,cylvit,2.61085
acousticrooms_unseen,Office_idx_10,S3_R12,cylvit,2.80234
acousticrooms_unseen,Office_idx_10,S3_R13,cylvit,2.6412
acousticrooms_unseen,Office_idx_10,S3_R14,cylvit,2.59285
acousticrooms_unseen,Office_idx_10,S3_R15,cylvit,2.40972
acousticrooms_unseen,Office_idx_10,S3_R16,cylvit,2.67047
acousticrooms_unseen,Office_idx_10,S3_R17,cylvit,2.87555
acousticrooms_unseen,Office_idx_10,S3_R18,cylvit,2.39495
acousticrooms_unseen,Office_idx_10,S3_R19,cylvit,3.24166
acousticrooms_unseen,Office_idx_10,S3_R20,cylvit,2.95161
acousticrooms_unseen,Office_idx_10,S3_R21,cylvit,3.42382
acousticrooms_unseen,Office_idx_10,S3_R22,cylvit,4.78482
acousticrooms_unseen,Office_idx_10,S3_R23,cylvit,2.61622
acousticrooms_unseen,Office_idx_10,S3_R24,cylvit,2.47117
acousticrooms_unseen,Office_idx_10,S3_R25,cylvit,7.3124
acousticrooms_unseen,Office_idx_10,S4_R1,cylvit,2.49971
acousticrooms_unseen,Office_idx_10,S4_R2,cylvit,2.55173
acousticrooms_unseen,Office_idx_10,S4_R3,cylvit,3.02247
acousticrooms_unseen,Office_idx_10,S4_R4,cylvit,6.44183
acousticrooms_unseen,Office_idx_10,S4_R5,cylvit,3.43712
acousticrooms_unseen,Office_idx_10,S4_R6,cylvit,3.15185
acousticrooms_unseen,Office_idx_10,S4_R7,cylvit,2.78869
acousticrooms_unseen,Office_idx_10,S4_R8,cylvit,2.59992
acousticrooms_unseen,Office_idx_10,S4_R9,cylvit,2.35474
acousticrooms_unseen,Office_idx_10,S4_R10,cylvit,2.39849
acousticrooms_unseen,Office_idx_10,S4_R11,cylvit,2.24302
acousticrooms_unseen,Office_idx_10,S4_R12,cylvit,2.27453
acousticrooms_unseen,Office_idx_10,S4_R13,cylvit,2.39352
acousticrooms_unseen,Office_idx_10,S4_R14,cylvit,2.45427
acousticrooms_unseen,Office_idx_10,S4_R15,cylvit,2.33635
acousticrooms_unseen,Office_idx_10,S4_R16,cylvit,2.45785
acousticrooms_unseen,Office_idx_10,S4_R17,cylvit,2.86976
acousticrooms_unseen,Office_idx_10,S4_R18,cylvit,2.52264
acousticrooms_unseen,Office_idx_10,S4_R19,cylvit,2.82708
acousticrooms_unseen,Office_idx_10,S4_R20,cylvit,2.75572
acousticrooms_unseen,Office_idx_10,S4_R21,cylvit,2.98479
acousticrooms_unseen,Office_idx_10,S4_R22,cylvit,2.98019
acousticrooms_unseen,Office_idx_10,S4_R23,cylvit,2.32969
acousticrooms_unseen,Office_idx_10,S4_R24,cylvit,2.2525
acousticrooms_unseen,Office_idx_10,S4_R25,cylvit,4.90958
acousticrooms_unseen,Office_idx_10,S5_R1,cylvit,2.20286
acousticrooms_unseen,Office_idx_10,S5_R2,cylvit,2.6469
acousticrooms_unseen,Office_idx_10,S5_R3,cylvit,3.98934
acousticrooms_unseen,Office_idx_10,S5_R4,cylvit,3.97766
acousticrooms_unseen,Office_idx_10,S5_R5,cylvit,5.40728
acousticrooms_unseen,Office_idx_10,S5_R6,cylvit,4.99991
acousticrooms_unseen,Office_idx_10,S5_R7,cylvit,5.71546
acousticrooms_unseen,Office_idx_10,S5_R8,cylvit,5.895
acousticrooms_unseen,Office_idx_10,S5_R9,cylvit,2.52089
acousticrooms_unseen,Office_idx_10,S5_R10,cylvit,2.34252
acousticrooms_unseen,Office_idx_10,S5_R11,cylvit,2.29591
acousticrooms_unseen,Office_idx_10,S5_R12,cylvit,2.48195
acousticrooms_unseen,Office_idx_10,S5_R13,cylvit,3.08814
acousticrooms_unseen,Office_idx_10,S5_R14,cylvit,2.61678
acousticrooms_unseen,Office_idx_10,S5_R15,cylvit,2.47902
acousticrooms_unseen,Office_idx_10,S5_R16,cylvit,3.0246
acousticrooms_unseen,Office_idx_10,S5_R17,cylvit,2.44095
acousticrooms_unseen,Office_idx_10,S5_R18,cylvit,2.26412
acousticrooms_unseen,Office_idx_10,S5_R19,cylvit,2.85514
acousticrooms_unseen,Office_idx_10,S5_R20,cylvit,2.74185
acousticrooms_unseen,Office_idx_10,S5_R21,cylvit,3.57385
acousticrooms_unseen,Office_idx_10,S5_R22,cylvit,6.18684
acousticrooms_unseen,Office_idx_10,S5_R23,cylvit,3.7428
acousticrooms_unseen,Office_idx_10,S5_R24,cylvit,3.02692
acousticrooms_unseen,Office_idx_10,S5_R25,cylvit,5.83789
acousticrooms_unseen,Office_idx_10,S6_R1,cylvit,2.41587
acousticrooms_unseen,Office_idx_10,S6_R2,cylvit,2.73609
acousticrooms_unseen,Office_idx_10,S6_R3,cylvit,3.0236
acousticrooms_unseen,Office_idx_10,S6_R4,cylvit,3.23223
acousticrooms_unseen,Office_idx_10,S6_R5,cylvit,2.91513
acousticrooms_unseen,Office_idx_10,S6_R6,cylvit,2.64325
acousticrooms_unseen,Office_idx_10,S6_R7,cylvit,2.33182
acousticrooms_unseen,Office_idx_10,S6_R8,cylvit,2.19964
acousticrooms_unseen,Office_idx_10,S6_R9,cylvit,2.09636
acousticrooms_unseen,Office_idx_10,S6_R10,cylvit,2.07993
acousticrooms_unseen,Office_idx_10,S6_R11,cylvit,2.24172
acousticrooms_unseen,Office_idx_10,S6_R12,cylvit,2.12917
acousticrooms_unseen,Office_idx_10,S6_R13,cylvit,2.69223
acousticrooms_unseen,Office_idx_10,S6_R14,cylvit,2.39468
acousticrooms_unseen,Office_idx_10,S6_R15,cylvit,2.42279
acousticrooms_unseen,Office_idx_10,S6_R16,cylvit,2.77932
acousticrooms_unseen,Office_idx_10,S6_R17,cylvit,2.52653
acousticrooms_unseen,Office_idx_10,S6_R18,cylvit,2.41034
acousticrooms_unseen,Office_idx_10,S6_R19,cylvit,2.93832
acousticrooms_unseen,Office_idx_10,S6_R20,cylvit,2.55983
acousticrooms_unseen,Office_idx_10,S6_R21,cylvit,3.15333
acousticrooms_unseen,Office_idx_10,S6_R22,cylvit,2.48284
acousticrooms_unseen,Office_idx_10,S6_R23,cylvit,2.84957
acousticrooms_unseen,Office_idx_10,S6_R24,cylvit,2.60933
acousticrooms_unseen,Office_idx_10,S6_R25,cylvit,3.23444
acousticrooms_unseen,Office_idx_10,S7_R1,cylvit,3.94807
acousticrooms_unseen,Office_idx_10,S7_R2,cylvit,7.10199
acousticrooms_unseen,Office_idx_10,S7_R3,cylvit,6.7238
acousticrooms_unseen,Office_idx_10,S7_R4,cylvit,5.61824
acousticrooms_unseen,Office_idx_10,S7_R5,cylvit,8.39022
acousticrooms_unseen,Office_idx_10,S7_R6,cylvit,3.9429
acousticrooms_unseen,Office_idx_10,S7_R7,cylvit,6.57503
acousticrooms_unseen,Office_idx_10,S7_R8,cylvit,7.03684
acousticrooms_unseen,Office_idx_10,S7_R9,cylvit,3.86524
acousticrooms_unseen,Office_idx_10,S7_R10,cylvit,4.47497
acousticrooms_unseen,Office_idx_10,S7_R11,cylvit,4.5984
acousticrooms_unseen,Office_idx_10,S7_R12,cylvit,5.51912
acousticrooms_unseen,Office_idx_10,S7_R13,cylvit,6.77201
acousticrooms_unseen,Office_idx_10,S7_R14,cylvit,8.99892
acousticrooms_unseen,Office_idx_10,S7_R15,cylvit,7.55478
acousticrooms_unseen,Office_idx_10,S7_R16,cylvit,6.18635
acousticrooms_unseen,Office_idx_10,S7_R17,cylvit,4.20781
acousticrooms_unseen,Office_idx_10,S7_R18,cylvit,3.29853
acousticrooms_unseen,Office_idx_10,S7_R19,cylvit,6.27576
acousticrooms_unseen,Office_idx_10,S7_R20,cylvit,9.20775
acousticrooms_unseen,Office_idx_10,S7_R21,cylvit,6.83402
acousticrooms_unseen,Office_idx_10,S7_R22,cylvit,4.52796
acousticrooms_unseen,Office_idx_10,S7_R23,cylvit,8.28048
acousticrooms_unseen,Office_idx_10,S7_R24,cylvit,7.00787
acousticrooms_unseen,Office_idx_10,S7_R25,cylvit,7.33035
acousticrooms_unseen,Office_idx_10,S8_R1,cylvit,3.51514
acousticrooms_unseen,Office_idx_10,S8_R2,cylvit,3.76445
acousticrooms_unseen,Office_idx_10,S8_R3,cylvit,4.32209
acousticrooms_unseen,Office_idx_10,S8_R4,cylvit,5.89383
acousticrooms_unseen,Office_idx_10,S8_R5,cylvit,5.17468
acousticrooms_unseen,Office_idx_10,S8_R6,cylvit,4.90945
acousticrooms_unseen,Office_idx_10,S8_R7,cylvit,4.85003
acousticrooms_unseen,Office_idx_10,S8_R8,cylvit,2.91799
acousticrooms_unseen,Office_idx_10,S8_R9,cylvit,2.5801
acousticrooms_unseen,Office_idx_10,S8_R10,cylvit,3.16874
acousticrooms_unseen,Office_idx_10,S8_R11,cylvit,3.61321
acousticrooms_unseen,Office_idx_10,S8_R12,cylvit,3.86859
acousticrooms_unseen,Office_idx_10,S8_R13,cylvit,3.94057
acousticrooms_unseen,Office_idx_10,S8_R14,cylvit,3.86474
acousticrooms_unseen,Office_idx_10,S8_R15,cylvit,3.39428
acousticrooms_unseen,Office_idx_10,S8_R16,cylvit,3.75448
acousticrooms_unseen,Office_idx_10,S8_R17,cylvit,3.39178
acousticrooms_unseen,Office_idx_10,S8_R18,cylvit,3.41986
acousticrooms_unseen,Office_idx_10,S8_R19,cylvit,4.03838
acousticrooms_unseen,Office_idx_10,S8_R20,cylvit,3.42635
acousticrooms_unseen,Office_idx_10,S8_R21,cylvit,4.187
acousticrooms_unseen,Office_idx_10,S8_R22,cylvit,4.40964
acousticrooms_unseen,Office_idx_10,S8_R23,cylvit,3.16113
acousticrooms_unseen,Office_idx_10,S8_R24,cylvit,3.59337
acousticrooms_unseen,Office_idx_10,S8_R25,cylvit,5.18763
acousticrooms_unseen,Office_idx_10,S9_R1,cylvit,2.61962
acousticrooms_unseen,Office_idx_10,S9_R2,cylvit,2.25241
acousticrooms_unseen,Office_idx_10,S9_R3,cylvit,2.18995
acousticrooms_unseen,Office_idx_10,S9_R4,cylvit,3.07081
acousticrooms_unseen,Office_idx_10,S9_R5,cylvit,3.17823
acousticrooms_unseen,Office_idx_10,S9_R6,cylvit,2.80837
acousticrooms_unseen,Office_idx_10,S9_R7,cylvit,2.62968
acousticrooms_unseen,Office_idx_10,S9_R8,cylvit,2.34895
acousticrooms_unseen,Office_idx_10,S9_R9,cylvit,2.31321
acousticrooms_unseen,Office_idx_10,S9_R10,cylvit,2.50813
acousticrooms_unseen,Office_idx_10,S9_R11,cylvit,3.05658
acousticrooms_unseen,Office_idx_10,S9_R12,cylvit,2.71811
acousticrooms_unseen,Office_idx_10,S9_R13,cylvit,3.25715
acousticrooms_unseen,Office_idx_10,S9_R14,cylvit,2.57393
acousticrooms_unseen,Office_idx_10,S9_R15,cylvit,2.59896
acousticrooms_unseen,Office_idx_10,S9_R16,cylvit,3.02233
acousticrooms_unseen,Office_idx_10,S9_R17,cylvit,2.50373
acousticrooms_unseen,Office_idx_10,S9_R18,cylvit,2.39822
acousticrooms_unseen,Office_idx_10,S9_R19,cylvit,2.94915
acousticrooms_unseen,Office_idx_10,S9_R20,cylvit,3.61963
acousticrooms_unseen,Office_idx_10,S9_R21,cylvit,3.17256
acousticrooms_unseen,Office_idx_10,S9_R22,cylvit,2.87149
acousticrooms_unseen,Office_idx_10,S9_R23,cylvit,3.29564
acousticrooms_unseen,Office_idx_10,S9_R24,cylvit,3.05465
acousticrooms_unseen,Office_idx_10,S9_R25,cylvit,3.94968
acousticrooms_unseen,Office_idx_10,S10_R1,cylvit,3.43314
acousticrooms_unseen,Office_idx_10,S10_R2,cylvit,3.21866
acousticrooms_unseen,Office_idx_10,S10_R3,cylvit,3.3302
acousticrooms_unseen,Office_idx_10,S10_R4,cylvit,6.54642
acousticrooms_unseen,Office_idx_10,S10_R5,cylvit,3.88644
acousticrooms_unseen,Office_idx_10,S10_R6,cylvit,3.83345
acousticrooms_unseen,Office_idx_10,S10_R7,cylvit,4.79909
acousticrooms_unseen,Office_idx_10,S10_R8,cylvit,3.52374
acousticrooms_unseen,Office_idx_10,S10_R9,cylvit,2.70833
acousticrooms_unseen,Office_idx_10,S10_R10,cylvit,2.63264
acousticrooms_unseen,Office_idx_10,S10_R11,cylvit,2.96218
acousticrooms_unseen,Office_idx_10,S10_R12,cylvit,2.8093
acousticrooms_unseen,Office_idx_10,S10_R13,cylvit,3.41949
acousticrooms_unseen,Office_idx_10,S10_R14,cylvit,2.9804
acousticrooms_unseen,Office_idx_10,S10_R15,cylvit,3.38519
acousticrooms_unseen,Office_idx_10,S10_R16,cylvit,3.85776
acousticrooms_unseen,Office_idx_10,S10_R17,cylvit,3.82839
acousticrooms_unseen,Office_idx_10,S10_R18,cylvit,2.78115
acousticrooms_unseen,Office_idx_10,S10_R19,cylvit,3.57551
acousticrooms_unseen,Office_idx_10,S10_R20,cylvit,3.44702
acousticrooms_unseen,Office_idx_10,S10_R21,cylvit,2.80398
acousticrooms_unseen,Office_idx_10,S10_R22,cylvit,5.01466
acousticrooms_unseen,Office_idx_10,S10_R23,cylvit,2.8086
acousticrooms_unseen,Office_idx_10,S10_R24,cylvit,3.14468
acousticrooms_unseen,Office_idx_10,S10_R25,cylvit,4.06796
acousticrooms_unseen,Office_idx_11,S1_R1,cylvit,1.9911
acousticrooms_unseen,Office_idx_11,S1_R2,cylvit,1.98918
acousticrooms_unseen,Office_idx_11,S1_R3,cylvit,2.01832
acousticrooms_unseen,Office_idx_11,S1_R4,cylvit,2.11173
acousticrooms_unseen,Office_idx_11,S1_R5,cylvit,2.18369
acousticrooms_unseen,Office_idx_11,S1_R6,cylvit,2.03859
acousticrooms_unseen,Office_idx_11,S1_R7,cylvit,2.3837
acousticrooms_unseen,Office_idx_11,S1_R8,cylvit,1.84137
acousticrooms_unseen,Office_idx_11,S1_R9,cylvit,2.17033
acousticrooms_unseen,Office_idx_11,S1_R10,cylvit,1.89693
acousticrooms_unseen,Office_idx_11,S1_R11,cylvit,2.02751
acousticrooms_unseen,Office_idx_11,S1_R12,cylvit,1.8975
acousticrooms_unseen,Office_idx_11,S1_R13,cylvit,2.032
acousticrooms_unseen,Office_idx_11,S1_R14,cylvit,2.03687
acousticrooms_unseen,Office_idx_11,S1_R15,cylvit,2.12764
acousticrooms_unseen,Office_idx_11,S1_R16,cylvit,2.17545
acousticrooms_unseen,Office_idx_11,S1_R17,cylvit,1.58907
acousticrooms_unseen,Office_idx_11,S1_R18,cylvit,1.7306
acousticrooms_unseen,Office_idx_11,S1_R19,cylvit,1.94587
acousticrooms_unseen,Office_idx_11,S1_R20,cylvit,2.1635
acousticrooms_unseen,Office_idx_11,S1_R21,cylvit,2.10653
acousticrooms_unseen,Office_idx_11,S1_R22,cylvit,1.96755
acousticrooms_unseen,Office_idx_11,S1_R23,cylvit,1.68902
acousticrooms_unseen,Office_idx_11,S1_R24,cylvit,2.30566
acousticrooms_unseen,Office_idx_11,S1_R25,cylvit,2.2579
acousticrooms_unseen,Office_idx_11,S2_R1,cylvit,1.84849
acousticrooms_unseen,Office_idx_11,S2_R2,cylvit,1.68603
acousticrooms_unseen,Office_idx_11,S2_R3,cylvit,1.89977
acousticrooms_unseen,Office_idx_11,S2_R4,cylvit,1.6223
acousticrooms_unseen,Office_idx_11,S2_R5,cylvit,2.02911
acousticrooms_unseen,Office_idx_11,S2_R6,cylvit,1.69832
acousticrooms_unseen,Office_idx_11,S2_R7,cylvit,1.91248
acousticrooms_unseen,Office_idx_11,S2_R8,cylvit,1.58322
acousticrooms_unseen,Office_idx_11,S2_R9,cylvit,1.77562
acousticrooms_unseen,Office_idx_11,S2_R10,cylvit,1.78664
acousticrooms_unseen,Office_idx_11,S2_R11,cylvit,1.88215
acousticrooms_unseen,Office_idx_11,S2_R12,cylvit,2.40764
acousticrooms_unseen,Office_idx_11,S2_R13,cylvit,2.1788
acousticrooms_unseen,Office_idx_11,S2_R14,cylvit,2.23511
acousticrooms_unseen,Office_idx_11,S2_R15,cylvit,2.01251
acousticrooms_unseen,Office_idx_11,S2_R16,cylvit,2.1159
acousticrooms_unseen,Office_idx_11,S2_R17,cylvit,1.99541
acousticrooms_unseen,Office_idx_11,S2_R18,cylvit,1.84931
acousticrooms_unseen,Office_idx_11,S2_R19,cylvit,1.92399
acousticrooms_unseen,Office_idx_11,S2_R20,cylvit,1.95797
acousticrooms_unseen,Office_idx_11,S2_R21,cylvit,1.78034
acousticrooms_unseen,Office_idx_11,S2_R22,cylvit,1.74209
acousticrooms_unseen,Office_idx_11,S2_R23,cylvit,1.94063
acousticrooms_unseen,Office_idx_11,S2_R24,cylvit,2.16339
acousticrooms_unseen,Office_idx_11,S2_R25,cylvit,2.00846
acousticrooms_unseen,Office_idx_11,S3_R1,cylvit,2.39075
acousticrooms_unseen,Office_idx_11,S3_R2,cylvit,2.49439
acousticrooms_unseen,Office_idx_11,S3_R3,cylvit,2.00436
acousticrooms_unseen,Office_idx_11,S3_R4,cylvit,2.2991
acousticrooms_unseen,Office_idx_11,S3_R5,cylvit,1.74777
acousticrooms_unseen,Office_idx_11,S3_R6,cylvit,1.78764
acousticrooms_unseen,Office_idx_11,S3_R7,cylvit,2.06708
acousticrooms_unseen,Office_idx_11,S3_R8,cylvit,2.71577
acousticrooms_unseen,Office_idx_11,S3_R9,cylvit,2.3048
acousticrooms_unseen,Office_idx_11,S3_R10,cylvit,2.31197
acousticrooms_unseen,Office_idx_11,S3_R11,cylvit,2.50095
acousticrooms_unseen,Office_idx_11,S3_R12,cylvit,2.83128
acousticrooms_unseen,Office_idx_11,S3_R13,cylvit,2.20802
acousticrooms_unseen,Office_idx_11,S3_R14,cylvit,2.68963
acousticrooms_unseen,Office_idx_11,S3_R15,cylvit,2.17235
acousticrooms_unseen,Office_idx_11,S3_R16,cylvit,2.76952
acousticrooms_unseen,Office_idx_11,S3_R17,cylvit,2.16125
acousticrooms_unseen,Office_idx_11,S3_R18,cylvit,2.4982
acousticrooms_unseen,Office_idx_11,S3_R19,cylvit,2.28002
acousticrooms_unseen,Office_idx_11,S3_R20,cylvit,2.50045
acousticrooms_unseen,Office_idx_11,S3_R21,cylvit,2.37158
acousticrooms_unseen,Office_idx_11,S3_R22,cylvit,2.28258
acousticrooms_unseen,Office_idx_11,S3_R23,cylvit,2.05891
acousticrooms_unseen,Office_idx_11,S3_R24,cylvit,1.79523
acousticrooms_unseen,Office_idx_11,S3_R25,cylvit,2.42208
acousticrooms_unseen,Office_idx_11,S4_R1,cylvit,3.22181
acousticrooms_unseen,Office_idx_11,S4_R2,cylvit,2.72884
acousticrooms_unseen,Office_idx_11,S4_R3,cylvit,2.65073
acousticrooms_unseen,Office_idx_11,S4_R4,cylvit,2.59839
acousticrooms_unseen,Office_idx_11,S4_R5,cylvit,2.41042
acousticrooms_unseen,Office_idx_11,S4_R6,cylvit,2.69873
acousticrooms_unseen,Office_idx_11,S4_R7,cylvit,2.92398
acousticrooms_unseen,Office_idx_11,S4_R8,cylvit,2.59807
acousticrooms_unseen,Office_idx_11,S4_R9,cylvit,2.88635
acousticrooms_unseen,Office_idx_11,S4_R10,cylvit,2.94637
acousticrooms_unseen,Office_idx_11,S4_R11,cylvit,2.97828
acousticrooms_unseen,Office_idx_11,S4_R12,cylvit,1.72629
acousticrooms_unseen,Office_idx_11,S4_R13,cylvit,2.21063
acousticrooms_unseen,Office_idx_11,S4_R14,cylvit,2.40151
acousticrooms_unseen,Office_idx_11,S4_R15,cylvit,2.65157
acousticrooms_unseen,Office_idx_11,S4_R16,cylvit,2.17543
acousticrooms_unseen,Office_idx_11,S4_R17,cylvit,1.99141
acousticrooms_unseen,Office_idx_11,S4_R18,cylvit,2.24794
acousticrooms_unseen,Office_idx_11,S4_R19,cylvit,3.66968
acousticrooms_unseen,Office_idx_11,S4_R20,cylvit,3.12713
acousticrooms_unseen,Office_idx_11,S4_R21,cylvit,2.74124
acousticrooms_unseen,Office_idx_11,S4_R22,cylvit,2.72988
acousticrooms_unseen,Office_idx_11,S4_R23,cylvit,1.73077
acousticrooms_unseen,Office_idx_11,S4_R24,cylvit,2.59535
acousticrooms_unseen,Office_idx_11,S4_R25,cylvit,2.39786
acousticrooms_unseen,Office_idx_11,S5_R1,cylvit,2.11637
acousticrooms_unseen,Office_idx_11,S5_R2,cylvit,1.99188
acousticrooms_unseen,Office_idx_11,S5_R3,cylvit,2.40495
acousticrooms_unseen,Office_idx_11,S5_R4,cylvit,1.87421
acousticrooms_unseen,Office_idx_11,S5_R5,cylvit,1.77017
acousticrooms_unseen,Office_idx_11,S5_R6,cylvit,1.50518
acousticrooms_unseen,Office_idx_11,S5_R7,cylvit,1.91106
acousticrooms_unseen,Office_idx_11,S5_R8,cylvit,2.16491
acousticrooms_unseen,Office_idx_11,S5_R9,cylvit,2.47583
acousticrooms_unseen,Office_idx_11,S5_R10,cylvit,2.35552
acousticrooms_unseen,Office_idx_11,S5_R11,cylvit,2.70387
acousticrooms_unseen,Office_idx_11,S5_R12,cylvit,2.55832
acousticrooms_unseen,Office_idx_11,S5_R13,cylvit,2.92149
acousticrooms_unseen,Office_idx_11,S5_R14,cylvit,2.3812
acousticrooms_unseen,Office_idx_11,S5_R15,cylvit,2.37718
acousticrooms_unseen,Office_idx_11,S5_R16,cylvit,2.86751
acousticrooms_unseen,Office_idx_11,S5_R17,cylvit,2.65262
acousticrooms_unseen,Office_idx_11,S5_R18,cylvit,2.54591
acousticrooms_unseen,Office_idx_11,S5_R19,cylvit,2.64363
acousticrooms_unseen,Office_idx_11,S5_R20,cylvit,2.1923
acousticrooms_unseen,Office_idx_11,S5_R21,cylvit,1.98598
acousticrooms_unseen,Office_idx_11,S5_R22,cylvit,1.80412
acousticrooms_unseen,Office_idx_11,S5_R23,cylvit,2.47718
acousticrooms_unseen,Office_idx_11,S5_R24,cylvit,1.80605
acousticrooms_unseen,Office_idx_11,S5_R25,cylvit,2.42712
acousticrooms_unseen,Office_idx_11,S6_R1,cylvit,1.84133
acousticrooms_unseen,Office_idx_11,S6_R2,cylvit,1.85486
acousticrooms_unseen,Office_idx_11,S6_R3,cylvit,1.5835
acousticrooms_unseen,Office_idx_11,S6_R4,cylvit,2.20548
acousticrooms_unseen,Office_idx_11,S6_R5,cylvit,1.97636
acousticrooms_unseen,Office_idx_11,S6_R6,cylvit,2.03127
acousticrooms_unseen,Office_idx_11,S6_R7,cylvit,2.42894
acousticrooms_unseen,Office_idx_11,S6_R8,cylvit,2.13415
acousticrooms_unseen,Office_idx_11,S6_R9,cylvit,2.17112
acousticrooms_unseen,Office_idx_11,S6_R10,cylvit,2.22799
acousticrooms_unseen,Office_idx_11,S6_R11,cylvit,2.50573
acousticrooms_unseen,Office_idx_11,S6_R12,cylvit,2.3608
acousticrooms_unseen,Office_idx_11,S6_R13,cylvit,2.47711
acousticrooms_unseen,Office_idx_11,S6_R14,cylvit,2.59168
acousticrooms_unseen,Office_idx_11,S6_R15,cylvit,2.35913
acousticrooms_unseen,Office_idx_11,S6_R16,cylvit,2.48294
acousticrooms_unseen,Office_idx_11,S6_R17,cylvit,2.54617
acousticrooms_unseen,Office_idx_11,S6_R18,cylvit,2.46465
acousticrooms_unseen,Office_idx_11,S6_R19,cylvit,2.41285
acousticrooms_unseen,Office_idx_11,S6_R20,cylvit,2.10384
acousticrooms_unseen,Office_idx_11,S6_R21,cylvit,1.70073
acousticrooms_unseen,Office_idx_11,S6_R22,cylvit,2.03325
acousticrooms_unseen,Office_idx_11,S6_R23,cylvit,2.3242
acousticrooms_unseen,Office_idx_11,S6_R24,cylvit,2.04123
acousticrooms_unseen,Office_idx_11,S6_R25,cylvit,1.92248
acousticrooms_unseen,Office_idx_11,S7_R1,cylvit,1.9225
acousticrooms_unseen,Office_idx_11,S7_R2,cylvit,1.64262
acousticrooms_unseen,Office_idx_11,S7_R3,cylvit,1.74464
acousticrooms_unseen,Office_idx_11,S7_R4,cylvit,1.63306
acousticrooms_unseen,Office_idx_11,S7_R5,cylvit,1.90302
acousticrooms_unseen,Office_idx_11,S7_R6,cylvit,1.78077
acousticrooms_unseen,Office_idx_11,S7_R7,cylvit,1.99179
acousticrooms_unseen,Office_idx_11,S7_R8,cylvit,2.11078
acousticrooms_unseen,Office_idx_11,S7_R9,cylvit,1.848
acousticrooms_unseen,Office_idx_11,S7_R10,cylvit,2.22912
acousticrooms_unseen,Office_idx_11,S7_R11,cylvit,2.40822
acousticrooms_unseen,Office_idx_11,S7_R12,cylvit,2.35526
acousticrooms_unseen,Office_idx_11,S7_R13,cylvit,2.74964
acousticrooms_unseen,Office_idx_11,S7_R14,cylvit,2.41734
acousticrooms_unseen,Office_idx_11,S7_R15,cylvit,2.3115
acousticrooms_unseen,Office_idx_11,S7_R16,cylvit,2.72143
acousticrooms_unseen,Office_idx_11,S7_R17,cylvit,2.74429
acousticrooms_unseen,Office_idx_11,S7_R18,cylvit,2.55879
acousticrooms_unseen,Office_idx_11,S7_R19,cylvit,2.63375
acousticrooms_unseen,Office_idx_11,S7_R20,cylvit,1.81762
acousticrooms_unseen,Office_idx_11,S7_R21,cylvit,1.76796
acousticrooms_unseen,Office_idx_11,S7_R22,cylvit,1.51729
acousticrooms_unseen,Office_idx_11,S7_R23,cylvit,2.44748
acousticrooms_unseen,Office_idx_11,S7_R24,cylvit,1.94379
acousticrooms_unseen,Office_idx_11,S7_R25,cylvit,2.88898
acousticrooms_unseen,Office_idx_11,S8_R1,cylvit,1.806
acousticrooms_unseen,Office_idx_11,S8_R2,cylvit,1.46487
acousticrooms_unseen,Office_idx_11,S8_R3,cylvit,1.6595
acousticrooms_unseen,Office_idx_11,S8_R4,cylvit,1.80488
acousticrooms_unseen,Office_idx_11,S8_R5,cylvit,2.23634
acousticrooms_unseen,Office_idx_11,S8_R6,cylvit,1.86836
acousticrooms_unseen,Office_idx_11,S8_R7,cylvit,1.90677
acousticrooms_unseen,Office_idx_11,S8_R8,cylvit,1.89686
acousticrooms_unseen,Office_idx_11,S8_R9,cylvit,1.80159
acousticrooms_unseen,Office_idx_11,S8_R10,cylvit,1.69549
acousticrooms_unseen,Office_idx_11,S8_R11,cylvit,1.96505
acousticrooms_unseen,Office_idx_11,S8_R12,cylvit,2.30676
acousticrooms_unseen,Office_idx_11,S8_R13,cylvit,2.53956
acousticrooms_unseen,Office_idx_11,S8_R14,cylvit,2.05783
acousticrooms_unseen,Office_idx_11,S8_R15,cylvit,2.05685
acousticrooms_unseen,Office_idx_11,S8_R16,cylvit,2.2287
acousticrooms_unseen,Office_idx_11,S8_R17,cylvit,2.11205
acousticrooms_unseen,Office_idx_11,S8_R18,cylvit,2.14228
acousticrooms_unseen,Office_idx_11,S8_R19,cylvit,2.0374
acousticrooms_unseen,Office_idx_11,S8_R20,cylvit,1.68701
acousticrooms_unseen,Office_idx_11,S8_R21,cylvit,1.52926
acousticrooms_unseen,Office_idx_11,S8_R22,cylvit,1.77116
acousticrooms_unseen,Office_idx_11,S8_R23,cylvit,2.2647
acousticrooms_unseen,Office_idx_11,S8_R24,cylvit,2.1731
acousticrooms_unseen,Office_idx_11,S8_R25,cylvit,3.13362
acousticrooms_unseen,Office_idx_11,S9_R1,cylvit,2.02633
acousticrooms_unseen,Office_idx_11,S9_R2,cylvit,1.92745
